url,word_count,sentence_count,flesch_reading_ease,top_keywords,embedding
https://www.efax.com/,1454,1,-1431.48,fax|efax|faxes|faxing|online,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04287, 0.009952, 0.0, 0.0, 0.0, 0.0, 0.048405, 0.0, 0.0, 0.0, 0.0, 0.008251, 0.0]"
https://sign.dropbox.com/products/dropbox-fax,798,1,-752.19,fax|dropbox|faxes|sign|send,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008372, 0.0, 0.012455, 0.0, 0.0, 0.0, 0.022057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.fax.plus/,573,1,-546.91,fax|faxes|faxing|send|online,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://comfax.com/reviews/free-fax/,5140,1,-5146.18,fax|free|faxes|faxing|send,"[0.0, 0.0, 0.0, 0.014942, 0.0, 0.0, 0.0, 0.002269, 0.0, 0.0, 0.00411, 0.0, 0.0, 0.032872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,3068,1,-3059.67,content|marketing|audience|strategy|industry,"[0.0, 0.0, 0.014997, 0.035816, 0.0, 0.0, 0.0, 0.005438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008317, 0.0, 0.0, 0.0]"
https://copyblogger.com/content-marketing/,6377,1,-6407.35,content|marketing|audience|podcast|blog,"[0.0, 0.0, 0.0, 0.012708, 0.0, 0.0, 0.0, 0.006431, 0.0, 0.0, 0.0, 0.0, 0.008472, 0.0, 0.004659, 0.0, 0.014755, 0.005403, 0.0, 0.0]"
https://www.twilio.com/en-us/blog/insights/content-marketing-best-practices,5943,1,-5968.23,content|marketing|best|practices|publish,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.006415, 0.0, 0.003818, 0.012409, 0.01136, 0.0, 0.0, 0.00503, 0.00503, 0.0, 0.0, 0.00584, 0.0, 0.0, 0.0]"
https://www.akkio.com/beginners-guide-to-machine-learning,21920,1,-22192.31,data|learning|machine|ai|models,"[0.0, 0.0, 0.009884, 0.037768, 0.002597, 0.0, 0.002597, 0.005734, 0.0, 0.002133, 0.0, 0.0, 0.003777, 0.013219, 0.002077, 0.022473, 0.041661, 0.03372, 0.009656, 0.009988]"
https://medium.com/@amitvsolutions/machine-learning-101-the-complete-beginners-guide-to-machine-learning-686a30cbcf6b,3130,1,-3126.42,learning|data|model|machine|supervised,"[0.0, 0.0, 0.006817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017222, 0.015123, 0.008306, 0.0, 0.0]"
https://realpython.com/tutorials/data-science/,874,1,-849.77,python|intermediate|science|data|polars,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.geeksforgeeks.org/data-science/data-science-with-python-tutorial/,496,1,-469.73,data|plot|python|visualization|using,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023498, 0.0, 0.0, 0.0]"
https://jakevdp.github.io/PythonDataScienceHandbook/,325,1,-298.49,depth|numpy|data|pandas|python,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.w3schools.com/datascience/,543,1,-482.66,schools|python|data|html|javascript,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://towardsdatascience.com/machine-learning-basics-with-examples-part-1-c2d37247ec3d,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.analyticsvidhya.com/blog/2021/09/comprehensive-guide-on-machine-learning/,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://aws.amazon.com/what-is/deep-learning/,2222,1,-2212.33,learning|deep|generative|ai|neural,"[0.0, 0.0, 0.006804, 0.0, 0.0, 0.0, 0.0, 0.02467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019499, 0.0, 0.017188, 0.007547, 0.02487, 0.0, 0.0]"
https://developers.google.com/search/docs/fundamentals/seo-starter-guide,4214,1,-4207.65,search|site|google|content|pages,"[0.0, 0.0, 0.0, 0.019932, 0.0, 0.0, 0.0, 0.005044, 0.0, 0.015006, 0.0, 0.0, 0.0, 0.013288, 0.0, 0.0, 0.0, 0.008474, 0.0, 0.0]"
https://digitalmarketinginstitute.com/blog/what-is-seo,232,1,-192.74,cathal|marketing|search|digital|seo,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.coursera.org/articles/content-strategy,1666,1,-1633.91,content|strategy|audience|goals|coursera,"[0.0, 0.0, 0.0, 0.010545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010785, 0.0]"
https://www.youtube.com/creators/how-things-work/content-creation-strategy/,866,1,-806.19,viewers|channel|tips|creator|youtube,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://digitalmarketinginstitute.com/blog/what-are-the-most-effective-digital-marketing-strategies,115,1,-84.98,strategy|digital|marketing|search|articles,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://emotive.io/blog/11-essential-digital-marketing-tips,25,1,39.33,hold|train|automation|hand|team,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.forbes.com/advisor/business/what-is-digital-marketing/,2708,1,-2700.33,marketing|digital|email|seo|social,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005096, 0.0, 0.0, 0.0, 0.0, 0.013426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020597, 0.0]"
https://blog.hubspot.com/marketing/what-is-digital-marketing,9,1,37.9,marketing|vs|traditional|digital,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.investopedia.com/terms/s/seo.asp,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://mailchimp.com/marketing-glossary/content-marketing/,2426,1,-2404.77,content|marketing|audience|stage|media,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010615, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://sproutsocial.com/insights/social-media-marketing-strategy/,10363,1,-10465.05,social|media|marketing|strategy|sprout,"[0.0, 0.0, 0.006774, 0.017256, 0.002967, 0.0, 0.0, 0.003275, 0.005322, 0.002436, 0.0, 0.0, 0.023727, 0.006471, 0.007117, 0.0, 0.0, 0.0, 0.008824, 0.002852]"
https://www.shopify.com/blog/ecommerce-seo-beginners-guide,5140,1,-5156.77,ecommerce|seo|keyword|google|keywords,"[0.0, 0.0, 0.014304, 0.004555, 0.0, 0.0, 0.0, 0.003458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004555, 0.0, 0.0, 0.015866, 0.011619, 0.0, 0.0]"
https://www.dollardays.com/?srsltid=AfmBOopXjdOu2Kwq6fwYN9FPfB19MorSOf5UyS0EisxFSAzOm8wbl8KF,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.woot.com/,175,1,-110.98,woot|com|prime|deals|amazon,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.shopmissa.com/?srsltid=AfmBOoqr-F6zzKR-vGPqksAZp1wW4niXlINdN2eAREiMVNtHez_0-gAB,1183,1,-1109.9,left|aoa|quick|buy|right,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://martie.com/?srsltid=AfmBOoqTEC0QXQ3xYEvV1VWP6OX6EZboYFZDuiiilhyLfDJNbuXIZ97r,1457,1,-1379.85,cart|add|oz|shop|chocolate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.dealsofamerica.com/,1914,1,-1876.12,info|view|soft|electric|delivers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017274, 0.009357, 0.0, 0.0, 0.0, 0.0, 0.007585, 0.0, 0.010029, 0.0, 0.0, 0.0, 0.0]"
https://www.dealnews.com/,3517,1,-3499.48,amazon|ago|deals|hrs|popularity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://viewyourdeal.com/,347,1,-266.78,retail|deal|shipping|shop|orders,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://americasstealsanddeals.com/,662,1,-595.19,retail|deal|shop|price|ships,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.pricegrabber.com/,86,1,-31.95,newsletter|deals|delivered|touch|great,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.wikihow.com/Make-Money-Online,346,1,-293.99,money|article|online|articles|sep,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://en.wikipedia.org/wiki/Search_engine_optimization,5563,1,-5599.96,search|google|retrieved|archived|engine,"[0.0, 0.0, 0.0, 0.0, 0.010442, 0.0, 0.0, 0.0, 0.018731, 0.008574, 0.0, 0.0, 0.011388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003882, 0.0]"
https://simple.wikipedia.org/wiki/Search_engine_optimization,1142,1,-1108.9,seo|search|change|engine|hat,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://en.wikipedia.org/wiki/Content_marketing,3232,1,-3235.28,marketing|content|retrieved|brand|media,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006179, 0.0, 0.009192, 0.011195, 0.0, 0.024419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016649, 0.0]"
https://simple.wikipedia.org/wiki/Content_marketing,421,1,-378.83,marketing|change|content|source|retrieved,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033911, 0.0]"
https://en.wikipedia.org/wiki/Machine_learning,16142,1,-16349.27,learning|machine|archived|retrieved|data,"[0.007656, 0.0, 0.003344, 0.003195, 0.004394, 0.002037, 0.004394, 0.002425, 0.00197, 0.0, 0.0, 0.0, 0.006389, 0.0, 0.0, 0.02112, 0.005564, 0.002037, 0.001634, 0.004224]"
https://simple.wikipedia.org/wiki/Machine_learning,1649,1,-1653.44,learning|machine|neural|network|computing,"[0.017572, 0.0, 0.011513, 0.0, 0.0, 0.0, 0.015126, 0.0, 0.013567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://en.wikipedia.org/wiki/Artificial_intelligence,29704,1,-30108.75,ai|archived|retrieved|intelligence|russell,"[0.006438, 0.0, 0.014763, 0.008059, 0.008313, 0.00257, 0.001385, 0.003824, 0.001243, 0.0, 0.0, 0.0, 0.009066, 0.0, 0.0, 0.003996, 0.004679, 0.001285, 0.004121, 0.003996]"
https://simple.wikipedia.org/wiki/Artificial_intelligence,3282,1,-3302.38,intelligence|artificial|ai|change|neural,"[0.0, 0.0, 0.015441, 0.036877, 0.0, 0.0, 0.010144, 0.0, 0.009098, 0.0, 0.0, 0.0, 0.007375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007543, 0.0]"
https://en.wikipedia.org/wiki/Digital_marketing,9711,1,-9817.17,marketing|digital|advertising|brand|archived,"[0.0, 0.0, 0.002587, 0.012356, 0.003399, 0.003152, 0.0, 0.001876, 0.0, 0.002791, 0.003399, 0.0, 0.012356, 0.007414, 0.002718, 0.0, 0.0, 0.0, 0.005055, 0.003268]"
https://simple.wikipedia.org/wiki/Digital_marketing,302,1,-270.58,marketing|change|digital|channels|source,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.reuters.com/technology/artificial-intelligence/,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.cnbc.com/artificial-intelligence/,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.bbc.com/news/topics/c404v061z99t,0,0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://www.theguardian.com/technology/artificialintelligenceai,307,1,-238.97,edt|oct|ai|october|trump,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://apnews.com/hub/artificial-intelligence,543,1,-501.36,ai|nvidia|openai|trillion|microsoft,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
https://abcnews.go.com/alerts/technology,1934,1,-1901.05,ago|months|pm|october|new,"[0.0, 0.114918, 0.0, 0.0, 0.0, 0.008694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006817, 0.0, 0.014995, 0.0, 0.0, 0.0, 0.0, 0.0]"
